Sentence,IsBunin
21 апрель 1949 альпах влажный тёплый тёмный ночь поздний осень,1
поздний час,1
селение верхний альпах мёртвый спать,1
автомобиль набирать скорость горизонтально устремить вперёд дымчатый белесый столбами,1
освещать мелькать вдоль шоссе кучка щебень металлически меловой хвоя чахлый ельник забросить каменный хижина одинокий фонарь маленький площадь самоцветный глаз бессонный кошка соскочить дорога чёрный фигура размашистый шагать развевать подол рясы молодой кюре больший грубый башмаках,1
шагать длинный слегка гнутый склонить голова одиноко спать дикий горный глушь столь поздний час обречённый прожить жизнь шагать,1
площадь фонтан грустный фонарь словно единственный мир неизвестный светить долгий осенний ночь,1
фасад каменный церковка,1
старый обнажённый дерево возле фонтан ворох опасть почернеть мокрый листва,1
площадь тьма дорога убогий кладбище крест ловить раскинутыми рука бежать световой полоса автомобиль,1
1949 легенда орган пение петь орган нежный грустный умилённый говорившие господь орган пение живо увидеть почувствовать вымысел неожиданный внезапный неведомый взявшийся вымысел день думать жить жизнь время,1
давний день зовем древность видеть солнце видеть земля столь любимый старый город собор крест древность плыть облако слышать песнопение слышать,1
молодой пить смеяться болтать соседками работать петь девушка невеста жена мать,1
умереть умирать милый весёлый женщина отпета собор век мир столько новый война новый пап король солдат купец монах рыцарь лежать лежать земля пористый кость пустой маленький череп,1
земля кость череп,1
человеческий прошлое людской история сонмы легион умерших,1
день сопричислить страшен кость гроб воображение живой несметный полчище затопить земля судный час новый живой жить мечтами умереть древний жизнь давний время прекрасный счастливый легендарный,1
1949 un реtit маленький происшествие франц зимний парижский закат огромный панно небо мутный мазка нежный разноцветный краска дворец палата сена бальный площадь согласия,1
краска блекнут тяжко чернеть дворец палата сказочно вставать алеть муть закат силуэт дальний здание повсюду рассыпаться тонко остро зеленеть язычки газ фисташковый туманность город сотня лад звучащий автомобиль разный сторона бегущими огонёк темнеющих сумерках,1
стемнеть блистать серебристый зеркальный сияние канделябр площадь траурный льется чёрный вышина грозовой игра невидимый башня эйфеля пылать темнота бульвар грубый богатство реклам огненный вавилон небесный вывеска стеклянно струящихся кроваво вспыхивать чернота,1
множатся множиться бежать огонь автомобиль разноголосо звучащий поток стройно править чей незримый рука оркестр,1
дрогнуть рука близ мадлэн затор свистки гудки стесняться сдвигаться лавина машина замедлять бег целый часть париж успеть затормозить лавина быстрый каретка ярко мягко осветить внутри лежать грудь руль,1
шёлковый белый кашне матовый вечерний цилиндр,1
молодой пойти античный лицо закрытый глаз похожий маска,1
1949 спасибо скачали книга бесплатный электронный библиотека оставить отзыв книга книга автор notes примечание 1 дай вечный покой,1
господь светить вечный свет лат,1
2 возлюбить никакой возлюбить,1
лат 3 трудный распознать хороший арбуз порядочный женщина франц 4 добрый вечер сударь франц,1
5 вода портить вино повозка дорога женщина душа франц 6 друг франц,1
7 красный икра винегрет,1
два шашлык франц 8 благодарить франц,1
9 милосердный господь давать штаны зад,1
франц 10 жениться любовь хороший ночь скверный день франц 11 терпенье медицина бедный франц,1
12 приходить домашний работница франц,1
13 любовь заставлять осёл танцевать франц,1
14 гарсон кружка пиво,1
франц,1
15 старый сатир,1
франц,1
16 письмо сударь телеграмма франц 17 иностранный газета,1
франц,1
18 веселиться,1
лат,1
19 говорить,1
франц,1
20 камаргианка франц 21 сказать одетт дама дама сударь дама брюнетка стол сударь номер десять русский сударь,1
знать,1
три неделя сударь сударь,1
господин молодой спортивный вид сударь,1
задумчивый нервный прекрасный день исчезнуть сударь франц,1
22,1
правда мадам,1
франц 23 маленький происшествие франц,1
архивный дело потешный старичок фамилия фисун состоять губернский земский управа архивариус,1
молодой сослуживец потешать архивариус находить смешной старомодный слово понимать высоко звать фисуном восемьдесят год,1
маленький рост круто гнул сухой спинка носить престранный костюм длинный базарный пиджак серый громадный солдатский сапог прямой широкий голенище выше колено уходить тонкий ход качавшиеся ножка,1
плохо слышать хвисуна колокол подводи говорить управский сторож хохлацкий насмешливость поглядывать больший холодный восковой ухо тряс старость голова голос могильный рот впалый великий усталость тупой тоска выражать выцветший глаз,1
прибавить облезлый смушковый шапка фисун натягивал голова ухо бояться надует лишить слух прибавить толстый морщина сапог фигура получиться потешная,1
потешный наружность характер соответствовать потешный,1
секретарь бывший семинарист недаром называть фисуна хароном,1
фисун сказать убежденнейший архивариус,1
служить начать год четырнадцать служить исключительно архив,1
сторона ужаснуться семьдесят год просидеть человек сводчатый подземелье семьдесят год прошмыгал полутемных ход подшивать присургучивал гробовой печать припечатывал жизнь идти свет день солнце срок нисходила долу смертный архивный сень грудами пыльный ни единый живой душе хлам загромождать полок,1
фисун находить судьба ровно ужасный,1
полагать ни единый человеческий дело немыслимый архив,1
справка понадобиться говорить твердо уверенный фраза неотразимый,1
подземелье свод завалить доклад отчёт сидеть пора близкий сосед фисуна библиотекарь управа харон некоторый род,1
сидеть третий год шестьдесят пятый получать делать тридцать девять рубль недовольный,1
фисун изнуряться труд заботах ранний утро вечер получать тринадцать полтина теряться знать девать уйма золото,1
настолько ограничить житейский потребность,1
два рубль месяц зарабатывать служебный поприще архив опекунский совет благодарить бог чуял нога радость достигнуть десятилетний служба сиротский дом четыре рубль копейка чуял корысть единственно оклад мелкий сошка полный господин архивный недр оклад архивариус,1
управа служить первый день существование,1
служить,1
знать просыпаться,1
думать поздний четыре утро жить город город голубой хатка овраг предместье шаркать расчищенными сапог переставлять костыль медленно являться управа ровно шесть,1
бывать солнце успеть нагреть тенистый росный сад плавно гордо вихляются деревянный пешеход грудастый хохлушки коромыслами плечо махотка молоко кошелками вишен пустой базар утренний чисты бел улица башлык болотный сапог поспешать,1
сторожа будить стук дверь управа раз выскакивать подъезд твёрдый намерение надавать шея простой человек брат сторож архивариус,1
сторож ругать стыдили упрям добиться смириться привыкнуть стук ни свет ни заря,1
служебный рвение представить покидать управа,1
кончаться долгий летний день уйти управа столоначальник самые последний писец гулко раздаваться пустой отделение свободный голос сторож грохот передвигать стол стул фисун бродить тёмный владение дугу согнуть худой спина держать бледный обезобразить ревматизм рука пылать огарок заботливо осматривать полок кипа дело плавать город блеск опускаться солнце дрожать бас соборный колокол призывать инвалид старуха вечерня ложиться тень крыша сад усаживаются благодушествовать раскрытый окно пообедать вздремнуть горожанин фисун голова башлык закутывать стучать костыль пол распекать подчиненного явиться сегодня управа семь час целый час прямой начальство,1
бачу бачу поведэнiе глухо кричать стоить возле вход архив широкий лестница вести второй этаж глядеть тоска злоба старческий растерянность,1
ни смешной фисуна подчинённый,1
подчиненный пресерьезно называть тиран странный основание характер фисуна нелёгкий,1
управский старик кое знавшие личный жизнь фисуна голос утверждать семья тиран век держать истинно ежовый рукавицах жена робкий беззаветно предать старушка кое торговать базар слово лишнего сметь пикнуть трогательный заботливость седьмой пот начищать утро сапог порог хата,1
бояться фисуна вышеупомянутый подчинить луговой,1
фисун шамкать горбиться раздражение круче касаться хвост пиджак сапожный голенищ крепко стучать костыль хмурится молчать поднимать глаз,1
большой угрюмый хохол коренастый мужик люстриновый костюм работать почта часть зашивание штемпелевание посылка попасть управа пост помощник архивариус,1
щелчок пришибить фисуна известный сила сила власть связать,1
фисун облечь власть фисун чувствовать строгий начальник заражать лугового чувство ни малый сомнение,1
говорить совесть дело спешных архив,1
фисун отличаться удивительный умение находить работать кропотливый работа забота оказываться горло,1
упивался замучивал лугового особливо осень земский собрание управа идти вечерний занятие архив ни малый надобность фисун назначать неукоснительно,1
разуметься причина глубокий старость ощущать носитель власть,1
умалялась сторож орать находить вечно мешать лестница вечно вертится нога,1
трепетать фисуном луговой час отдохнуть понести труд подкрепить сила дальнейший закуска чаепитие курение тютюна уравнивать фисуна луговым,1
сидеть лестница столик беседовать резать житный хлеб чистить тарань заваривать фруктовый чай жестяной чайник простой одинаковый ранг человек,1
объединять ненависть сторож луговой жаловать глубокий отчуждённость архив прочих отделение управа твердо держаться архивный кроты фисун твердо убеждение низ верх два совершенно разный мир веко век расти два колосьям уровень скончание время пребыть больший малый власть подчинение напрасно молокосос потешаться вера правда служить убеждение властвовать подчиняться,1
упрямы тёмный человек,1
знать фисун новый мир попасть старозаветный человек,1
молокосос пожимали плечо порой негодовать смешон странен мир выходец мир опекунский совет,1
время глухой архиреакционный земский человек,1
земство простой россия славилось свободолюбие демократичность,1
пора находиться порог выход подземелье статистика,1
большой господин вхожий чуждый заповедный фисуна луговой мир жизнь питалась идея время очаков покоренья крым архив стена председательский кабинет глядели лицо украсить великолепный бакенбардами деятель эпоха великий реформа двухсветной зал собрание очами красавец царь освободитель рост изобразить стоить зеркальный лаковый пол качала шестидесятый год день глубокий старость фисуна смело звучать голос последний стая славный уст старец станкевич могикана стая раздавалось столько бодрый красноречивый призыв забытый слово добро правда гуманность неуклонный следование тернистый путь русский гражданственность,1
повторять досадно смешной подыматься мир обратный путь проходить лестница глядеть столь архаический сослуживец,1
минута смеяться подойти фисуну луговой слово жест крепкий рукопожатие заставить воспрянуть дух человек дать почувствовать правый страх мир,1
видеть холодный взгляд провожать фисун луговой развязно спустившись мир проходить библиотека,1
холодный взгляд сюда беда дело обстояло,1
враждебность презрение развязность чувствовать фисун несмотря низкий чин непременно подниматься место проходить вытягивал рука швам стараться разогнуться хороший уставить качаться ножка колено погруженные прямой широкий голенище,1
чудилось сияние голова спуститься тёмный архивный юдоль горний высота знать председатель подавать рука равный курю болтать секретарь чувствовать вместе доходить некий веяние обитать власть подножие столько год пресмыкался чей ипостась малою сознавать пора,1
идти два совершенно разный жизнь архивный,1
стоять упрямый потешный старичок коснея совершенно разный убеждение,1
старичок взять умереть,1
смерть всякая смерть потешный горько плакать старушка порог хата предместье нагревать щётка солдатский сапог желать расставаться надежда хозяин подняться поплетется архив смерть странный жизнь фисуна надеяться согласиться,1
произойти правда отчасти вина некоторый время сломить упрямство заразить вера торжество свобода равенство знать крайний степень оказаться робок второй этаж управа робкий природа сила давний привычка трепетать второй этаж перейти всякий граница свобода дело кончиться смерть,1
произойти смерть следующий образ,1
служить первый год служить второй третий,1
фисун шестьдесят шестой шестьдесят седьмой,1
время повторять трудный недаром обжора пьяница либеральнейший человек старший врач губернский земский больница говорить время подлей время тёмный известный ночь тёмный яркий звезда густой тьма предрассветная,1
крепкий верить грядущий рассвет,1
фисун прежний твердо держаться косный убеждение два колосьям уровень расти,1
буквально год приносить поражение поражение фома неверный каждый год бодрый звучать голос старый земский боец идти смена поголовный ежегодно собиравшимися ноябрь двухсветной зал управа овладеть знаменитый весенний мечтание,1
редеть зимний облако выглянуть весенний солнце полететь поднебесье первый птица затрещать кое лёд сковывать дотоле вольный вода мечтание прихлынуть сердцам вылились определённый форма форма страстный протест пожелание требование зажигательный речь,1
подземелье управа проникнуть горячий весенний свет фисун растеряться свет невольно зажмурить старый глаз видеть отрицать зримый явный несомненный,1
управа ноябрь подобный вешнему улью сверху донизу гудела народ огромный количество посторонних начинать курсистка студент врач кончать обывателями никакой различие низ верх больший малый первый земский магнат последний сторож предводитель дворянство лугового жаждать заключить друг друга объятие поток цель двинуться вперёд,1
свобода свобода звучать повсюду,1
клич двинуться изумление фисун повязаться холодный восковой ушам свёрнутый красный платок выползти горбиться оседать нога касаться хвост пиджак голенищ подземелье добреть лестница ширина крытый красный сукном медленно упрямо подниматься наверх огромный зеркало туманный голубой табачный дым отражать целый море народ бок главный вход двухсветный зал собрание,1
подняться смешаться шумный воедино слитыми масса народный толпа вольно бродить коридор отделение кабинет узреть златоуст станкевич,1
говорить станкевич день,1
смелый гордый решение приступ идти твердыни старый мир созреть оставаться уронить полный чаша драгоценный капля переливать влага край,1
звучно провозгласить предводитель дворянство председатель собрание теряться море голова туманный голубой зал блистающего золото лакомый краска царский портрет принадлежать слово алексей алексеевич станкевич благоговейный тишина подняться среда сидеть бесконечно длинный стол могучая седовласый фигура лев русский гражданственность,1
наружность похожий лев,1
правда согбен год думами лицо красный взор важный печален тускл подняться медленно конец дрожать красный палец оперся стол крытый зелёный сукном заговорить тихо раздельный,1
уверенность звучать тихий раздельно произносить слово буйный грива седой кудрей возвышаться высокий челом ниспадать плечо облечь простой чёрный сюртук,1
окреп голос оратор зазвучал сталь призывать страх сомнение вперёд борьба повергнуть голос зала переполненный хор жуткий молчание неистовый восторг прорвавшийся бешеный клика описать невозможный,1
потрясенный речь разбить усталость торжествующий засыпать аплодисментами цвет хор опуститься станкевич место бледный важный видеть сидеть откинувшись спинка кресло,1
приподняться почтительно расступаться земский иного люд старческий неспешность проследовать зал,1
время фисун,1
дело фисун проследовать цель поднять место станкевич,1
фисуну стоявшему вход зал плечо сгрудившейся толпа ровно слышный,1
устать стоять чувствовать дремота некоторый потребность медленно свободно побрести коридор,1
дойти конец постоять раздумье сонно глядеть дверь смести заглядывать председатель гласный высокий чина управа ничтоже сумняшеся взяться скобка затвориться крючок пробыть дверь,1
глух завязывать платок ухо слышать несчастный чей рука раз дёргать скобка недовольный старческий голос бормотал,1
глухой глух повязать платок,1
неспор движение потребных приведение костюм порядок,1
одолеть распахнуть дверь увидеть станкевич,1
застынуть замереть два старик друг другом первый изумление негодование второй ужас,1
медленно выговорить первый выкатывать глаз нагибаться,1
,1
негодяй сидеть,1
выговорить второй выкатывать глаз страх соответствовать истина,1
осмелился забраться господский уборная,1
медленный выговорить первый наливаться белоснежный сединой кровь наступать,1
бессмысленно пролепетал второй бледнея смерть прижиматься стена оседать голенище отнявшиеся нога,1
,1
бешено крикнуть первый затопать ярость ботинок,1
второй выпучить глаз стать похожий заяц хвостикам платок торчать макушка лепетать,1
конец трагикомический история знать час доставить бессознательный состояние домой фисун слечь постель вскоре душа бог отдать первый последний раз побывать второй этаж управа первый последний раз проехавшись извозчик,1
смерть равно событие последовать вслед весенний мечтание изменить идеал угасить вера грядущий торжество идеал,1
отчасти смутить кое число признаться,1
идти день год вспомнить смерть,1
немало пройти день год немало сомнение закрасться душа,1
всецело присоединиться великий почтение какой питал покойный фисун архив,1
равенство равенство правый немыслимый архив жизнь оберегать существовать фисунов сохраниться листок писать бедный жалкий повесть фисуна,1
фисунах сохраниться попадется глаз поздний хороший резче ударить глаз новый человек строка старый история,1
фисун говорить справка понадобиться,1
понадобиться справка время пригодиться справка,1
одесса 21 июль 1914,1
брат взгляни брат избивать друг друга,1
говорить печаль,1
сутта нипата дорога коломбо вдоль океан идти кокосовый лес,1
слева тенистый дать испещрить солнечный свет высокий навес перистый метёлка верхушка разбросать сингалезский хижина низенький сравнение окружать тропический лес,1
справа высокий тонкий разный сторона причудливый изогнуть темнокольчатых ствол стелются глубокий шелковистый пески блистать золотой жаркий зеркало водный гладь стоять грубый парус первобытный пирога утлый сигароподобных дубок,1
песок райский нагота валяться кофейный тело черноволосый подросток,1
тело плещется смех крик тёплый прозрачный вода каменистый прибрежье,1
лесной человек прямой наследникам земля прародитель называть цейлон город цент рупия,1
давать лес океан солнце,1
входить лета торговать работать рисовый чайный плантациях третий север остров ловить жемчуг опускаться дно океан подниматься кровавый глаз четвертые заменять лошадь возить европеец город окрестность темно красный тропинкам осенить громадный свод лесной зелень кабуку создать адам лошадь плохо переносить цейлонский зной богатый резидент держать лошадь отправлять лето гора кэнди нурилью,1
левый рука рикша плечо локоть англичанин нынешний хозяин остров надевать бляху номер,1
простой номер особенный,1
старик сингалезу рикше жившему лесной хижина коломбо достаться особенный седьмой номер,1
сказать возвышенный монах захотеть старый человек умножить земной горесть ответить монах возвышенный захотеть старый человек умножить земной горесть движимый земной любовь век призывать существо существование,1
жена сын маленький ребёнок бояться забота,1
чёрный худ невзрачен похожий подросток женщина посерели длинный волос пучок собрать затылке смазать кокосовый масло сморщилась кожа тело хороший сказать кость бег пот ручьями лить нос подбородок тряпка повязать жидкий таз узкий грудь дышать свист хрип подкреплять дурман бетель нажевывая сплёвывать кровавый пена пачкать ус губа бегать быстро,1
движимый любовь семья сын счастие сужденный даться,1
английски знать плохо название место бежать разбирать бежать наугад,1
колясочка рикша маленький откидной верх колесо тонки высоки оглобли толстый хороший трость,1
влезать большой белоглазый человек белый белый шлем грубый дорогой обувь усаживается плотно класть нога нога сдержанно повелительно горло каркать,1
подхватить оглобли старик припадать земля лететь вперёд касаться земля лёгкий ступнями,1
человек шлем держать палка конопатый рука задуматься дело загляделся злобно выкатывать глаз мчаться,1
сказать немало палка влетало старик спина чёрный лопаточки вечно сдвинуть чаяние удар,1
немало лишний цент сорвать англичанин осадить бег подъезд отель контора бросить оглобли жалостно морщился поспешно выкидывать вперёд длинный тонкий рука сложить ковшик мокрый обезьяньи ладонь прибавить,1
раз прибежать домой урочный время жар полдень золотой стрела сновать лес лимонный птичка называться солнечный весёлый резко вскрикивать зелёный попугай срываться дерево радуга сверкая пестроте лес тень лаковый блеск сладко тяжело пахнуть оградах старый буддийский вихар крытых черепица сливочный цветок безлиственный жертвенный дерево похожий маленький туберозы яркий самоцвет переливаться толстогорлые хамелеон мелькая гладкий кольчатый хобот слон ствол дерево реет замирать солнце огромный пышный бабочка агатовый зерном кишеть течь горячий бурый холмики муравей,1
лес пело славило бог жизнь смерть мару бог жажда существование гонялось друг другом радоваться краткий радость истреблять друг друга старый рикша жаждать прекращение мучение лечь душный сумрак мазанка пересохнуть лиственный крыша шуршащей красный змейками вечер умереть ледяной судорога водяной понос,1
жизнь угаснуть вместе солнце закатиться сиреневый гладь великий водный пространство уходить запад пурпур пепел золото великолепнейших мир облако настать ночь лес коломбо остаться рикша маленький скорченный труп потерять номер имя терять название река келани достигнуть океан,1
солнце заходить переходить ветер переходить умереть,1
ночь быстро гасить сказочно нежный розовый зелёный краска минутный сумерек летучий лисица бесшумно проноситься ветвь ища ночлег чёрный жаркий тьма наполняться лес загораться мириадами светящихся муха таинственно знойно звеня цветок жить мелкий древесный лягушка,1
далёкий лесной кумирня лампада мерцать чёрный жертвенник облить кокосовый масло усыпать рис увядшими цветочный лепесток правый бок кротко подложить ручка голова покоился возвышенный гигант сандальный дерево широкий позолоченным лицо длинный косой глаз сапфир улыбка мирный грусть тонкий губа,1
спина лежать тёмный хижина рикша смертный мука искажать жалкий черта дойти голос возвышенного призывать отречение земной любовь могила ждать новый скорбный жизнь след неправый прежней,1
зубастый старуха сидевшая порог хижина костёр котелок плакать ночь скорбь питая неразумный любовь жалость,1
возвышенный уподобить чувство медный серьге правый ухо имевшей вид бочонок серьга большой тяжела оттянуть разрез мочка образоваться порядочный дыра,1
Резко белеть короткий кофточка бумажный материя надетая прямо голый кофейный тело,1
голый ребёнок чертенята играть визжать гонялись друг другом возле,1
сын легконогий юноша стоять полутьма огонь,1
вечер видеть невеста круглоликую тринадцатилетний девочка соседний селение,1
испугаться удивиться услыхать смерть отец думать,1
верно взволновать любовь сильный любовь отец,1
забывать сказать возвышенный забывать юноша жаждать возжечь жизнь жизнь возжигаться огонь огонь страдание мир убийца убиваемый скорбь жалоба любовь,1
остаток скорпион гнездо войти любовь юношу,1
стоять смотреть огонь,1
дикий нога мера тонки,1
шива позавидовать красота торс цвет тёмный корица,1
блестели огонь чёрный синий конский волос длинный стянутые закрутить макушка блестеть глаз длинный ресница блеск подобный блеск кокс против огонь,1
день сосед отнести мёртвый старичок глубина лес положить яма голова запад океан торопливо стараться шуметь забросать земля листьями торопливо пойти омываться,1
старичок отбегался тонкой посереть сморщившейся рука снять медный бляха любоваться раздувать тонкий ноздря юноша надеть круглый тёплый,1
гоняться опытный рикша прислушиваться посылать седоки запоминал название улица английский слово возить зарабатывать готовиться семья любовь желание желание сын равно желание сын желание имущество желание имущество желание благополучие,1
прибежать домой наткнуться другую страшный весть невеста исчезнуть пойти невольничий остров лавка вернуться,1
отец невеста знавший коломбо ходить день три разыскивать узнать вернуться успокоенный,1
вздыхал опускать глаз выражать покорность судьба большой притворщик старик лукавый достаток торговать город,1
полный женский грудь матовый сединой украсить дорогой черепаховый гребень ходить босиком зонт бедро обёртывать кусок хороший пёстрый материя кофта пикейный,1
добиться правда женщина девушка слабы река извилисты молодой рикша понимать,1
